235.482,95.5,1059,871.0346639,4.5
235.4821,97,1048,871.0346639,3
235.4822,98,1134,871.0346637,2
235.4823,94.5,1047,871.0346639,5.5
235.4824,98,1126,871.0346636,2
235.4825,97.5,1167,871.0346634,2.5
235.4826,98,1132,871.0346639,2
235.4827,97.5,1137,871.0346633,2.5
235.4828,98.5,1120,871.0346637,1.5
235.4829,96,1083,871.034664,4
235.483,98,1135,871.0346635,2
235.4831,99,1170,871.0346638,1
235.4832,96.5,1184,871.0346635,3.5
235.4833,98,1189,871.0346638,2
235.4834,95,1093,871.0346634,5
235.4835,96.5,1070,871.0346637,3.5
235.4836,96,1128,871.0346638,4
235.4837,97.5,1116,871.0346639,2.5
235.4838,97,1172,871.0346636,3
235.4839,96.5,1127,871.0346633,3.5
235.484,98,1148,871.0346636,2
235.4841,98.5,1180,871.0346636,1.5
235.4842,96.5,1108,871.0346636,3.5
235.4843,97,1187,871.0346632,3
235.4844,97.5,1201,871.0346634,2.5
235.4845,97.5,1153,871.0346638,2.5
235.4846,98,1187,871.0346638,2
235.4847,98,1114,871.0346637,2
235.4848,97,1124,871.0346638,3
235.4849,97.5,1135,871.0346639,2.5
235.485,98,1090,871.0346632,2
235.4851,97,1087,871.0346636,3
235.4852,95.5,1100,871.0346637,4.5
235.4853,97,1148,871.0346639,3
235.4854,95.5,1166,871.0346641,4.5
235.4855,96.5,1289,871.0346636,3.5
235.4856,94.5,1181,871.0346634,5.5
235.4857,96.5,1126,871.0346633,3.5
235.4858,99,1133,871.034664,1
235.4859,96.5,1117,871.0346635,3.5
235.486,95.5,1108,871.034664,4.5
235.4861,94,1109,871.0346634,6
235.4862,98,1153,871.0346636,2
235.4863,95,1150,871.0346639,5
235.4864,97,1095,871.0346638,3
235.4865,99,1121,871.0346639,1
235.4866,98,1080,871.0346636,2
235.4867,97,1106,871.0346638,3
235.4868,95.5,1119,871.0346636,4.5
235.4869,96.5,1105,871.0346635,3.5
235.487,96,1095,871.0346637,4
235.4871,97.5,1028,871.0346636,2.5
235.4872,97,1092,871.0346638,3
235.4873,98,1146,871.0346633,2
235.4874,96,1124,871.0346637,4
235.4875,96,1122,871.0346635,4
235.4876,96.5,1141,871.0346638,3.5
235.4877,96.5,1130,871.0346637,3.5
235.4878,95,1070,871.0346636,5
235.4879,97,1137,871.0346639,3
235.488,97.5,1143,871.0346636,2.5
235.4881,96.5,1109,871.0346638,3.5
235.4882,98.5,1121,871.0346633,1.5
235.4883,97,1124,871.0346633,3
235.4884,94,1063,871.0346638,6
235.4885,96,1169,871.0346639,4
235.4886,96,1159,871.0346636,4
235.4887,95.5,1059,871.0346635,4.5
235.4888,94.5,1112,871.0346636,5.5
235.4889,94.5,1045,871.0346638,5.5
235.489,88.5,981,871.034664,11.5
235.4891,89,1074,871.0346641,11
235.4892,89.5,1069,871.0346637,10.5
235.4893,83.5,981,871.0346633,16.5
235.4894,90,1065,871.0346638,10
235.4895,89.5,1044,871.0346636,10.5
235.4896,94.5,1175,871.0346638,5.5
235.4897,90,1010,871.0346634,10
235.4898,92,1016,871.0346636,8
235.4899,90,1066,871.0346637,10
235.49,91.5,1041,871.0346634,8.5
235.4901,89.5,1103,871.0346639,10.5
235.4902,90,1021,871.0346637,10
235.4903,87.5,1056,871.0346635,12.5
235.4904,87,1009,871.0346636,13
235.4905,88,1028,871.0346635,12
235.4906,85.5,933,871.034664,14.5
235.4907,86,1070,871.0346635,14
235.4908,78.5,936,871.0346639,21.5
235.4909,84,957,871.0346637,16
235.491,83.5,945,871.0346636,16.5
235.4911,87,996,871.0346637,13
235.4912,85.5,992,871.0346635,14.5
235.4913,90,978,871.0346636,10
235.4914,89.5,1004,871.0346635,10.5
235.4915,88.5,983,871.0346632,11.5
235.4916,88.5,1116,871.0346638,11.5
235.4917,91,1035,871.0346636,9
235.4918,88.5,1049,871.0346641,11.5
235.4919,88,1039,871.034664,12
235.492,90.5,1052,871.0346639,9.5
235.4921,93.5,1092,871.0346635,6.5
235.4922,93.5,1108,871.0346635,6.5
235.4923,93.5,1057,871.0346636,6.5
235.4924,97,1115,871.0346634,3
235.4925,97.5,1104,871.0346634,2.5
235.4926,95.5,1056,871.034664,4.5
235.4927,94,1066,871.0346637,6
235.4928,96,1131,871.0346634,4
235.4929,96.5,1151,871.0346635,3.5
235.493,96.5,1136,871.0346635,3.5
235.4931,96.5,1209,871.0346639,3.5
235.4932,97.5,1149,871.0346635,2.5
235.4933,94.5,1111,871.034664,5.5
235.4934,97,1144,871.0346632,3
235.4935,98.5,1077,871.0346635,1.5
235.4936,97.5,1102,871.0346635,2.5
235.4937,98,1157,871.0346636,2
235.4938,97.5,1087,871.0346638,2.5
235.4939,98.5,1139,871.0346637,1.5
