106.13,97,99,20,99,100,764,775,83,2615,2771
106.2475,100,100,100,100,100,2401,2539,2476,2295,2420
106.34299999999999,99,100,100,100,100,1568,1610,1648,1627,1636
106.4105,99,100,100,100,100,1658,1649,1738,1756,1689
106.469,99,100,100,100,100,1579,1591,1546,1642,1681
106.56099999999999,99,100,100,100,100,1629,1724,1642,1665,1625
106.6135,100,100,100,100,100,1924,1947,1919,1878,1869
106.6155,99,100,100,100,100,1654,1659,1620,1629,1806
106.6255,99,100,100,100,100,1679,1675,1627,1645,1675
106.704,99,100,100,100,79,1677,1735,1769,1534,1435
106.741,99,100,100,100,100,1796,1870,1913,2029,2051
106.9045,100,100,100,100,98,1646,1688,2016,2006,1701
107.085,99,100,100,100,100,2657,2705,2615,2704,2807
107.182,100,100,100,100,100,2568,2511,2468,2610,2561
107.2355,100,100,100,100,100,2623,2576,2581,2575,2457
107.37899999999999,100,100,100,100,100,2791,2723,2856,2767,2791
108.0085,100,100,100,100,100,2058,2104,2079,2015,1994
108.3185,100,100,100,100,100,2619,2705,2704,2670,2703
108.60199999999999,99,100,100,100,100,1626,1720,1633,1664,1735
108.63499999999999,99,100,100,100,100,1940,1959,1839,1971,2000
108.651,99,100,100,100,100,1910,1903,1861,1945,1867
108.77799999999999,99,99,100,100,100,1520,1639,1685,1724,1691
109.015,100,100,100,100,100,1796,1799,1733,1739,1755
109.10499999999999,100,100,100,100,100,1723,1769,1644,1720,1633
109.1185,100,100,100,100,100,1749,1811,1809,1779,1812
109.1445,99,100,100,100,100,1629,1616,1633,1680,1631
109.1985,99,100,100,100,100,2514,2602,2581,2649,2658
109.395,99,100,100,100,100,2538,2532,2558,2660,2580
109.4405,99,100,100,100,100,2535,2537,2551,2513,2556
